,feature,variable,type,effect_size,pval,padj,abs_effect_size
44967,F4361,phase,categorical,0.001807942882059275,2.2590325485974185e-20,6.258370684902075e-20,0.001807942882059275
31709,F4807,assay,categorical,0.0018045207185019775,2.4611787511858534e-20,6.81355917698797e-20,0.0018045207185019775
43336,F9656,tissue_general,categorical,0.0018036437770247594,0.0005878736464337529,0.000974184675822622,0.0018036437770247594
31073,F2838,assay,categorical,0.001797574076279888,2.9288485641289373e-20,8.100607181085239e-20,0.001797574076279888
31957,F5567,assay,categorical,0.0017937478966400914,3.22337896603306e-20,8.909961602636173e-20,0.0017937478966400914
31098,F2900,assay,categorical,0.0017931406571732953,3.2727726375411195e-20,9.044360536927501e-20,0.0017931406571732953
31292,F3487,assay,categorical,0.0017911291426468568,3.441862164956037e-20,9.508278622963363e-20,0.0017911291426468568
44127,F1793,phase,categorical,0.0017892884670719558,3.604234134924955e-20,9.953317761868996e-20,0.0017892884670719558
32552,F7396,assay,categorical,0.001787655631279908,3.75467181497992e-20,1.0365707227691059e-19,0.001787655631279908
45826,F7043,phase,categorical,0.0017833986004990314,4.177072408760564e-20,1.1525061098624037e-19,0.0017833986004990314
46516,F9085,phase,categorical,0.0017819322394572563,4.3333153142710564e-20,1.1954747228399823e-19,0.0017819322394572563
33220,F9434,assay,categorical,0.001781675053204136,4.3613151737588844e-20,1.2029161164200684e-19,0.001781675053204136
31008,F2623,assay,categorical,0.0017767685323276496,4.9315233682320814e-20,1.358988554975449e-19,0.0017767685323276496
43896,F1125,phase,categorical,0.001775962585950568,5.032069059639279e-20,1.3866145853228234e-19,0.001775962585950568
43656,F397,phase,categorical,0.001775640816071385,5.0727816560666593e-20,1.3975866794989504e-19,0.001775640816071385
40524,F1062,tissue_general,categorical,0.0017752115992586022,0.0008245067089123261,0.0013525453561102634,0.0017752115992586022
31498,F4117,assay,categorical,0.0017750304118091323,5.150921581748861e-20,1.4187811975068027e-19,0.0017750304118091323
32891,F8430,assay,categorical,0.001770735149749925,5.73588157256658e-20,1.5790687247112695e-19,0.001770735149749925
44524,F3012,phase,categorical,0.0017681603967387818,6.117909860992896e-20,1.6839431029682249e-19,0.0017681603967387818
45444,F5848,phase,categorical,0.0017680129553977793,6.140541024098573e-20,1.6900730409955862e-19,0.0017680129553977793
30452,F978,assay,categorical,0.0017677105511263694,6.187220122970096e-20,1.7027206529113101e-19,0.0017677105511263694
41946,F5406,tissue_general,categorical,0.0017672766281137359,0.0009052433612545455,0.0014807903548797047,0.0017672766281137359
31111,F2939,assay,categorical,0.0017653787053475685,6.559285633639171e-20,1.8040537273790355e-19,0.0017653787053475685
45402,F5718,phase,categorical,0.0017653147877973437,6.569793283700343e-20,1.8068377092859382e-19,0.0017653147877973437
30525,F1183,assay,categorical,0.0017649549783891481,6.629258572411267e-20,1.8230850023824273e-19,0.0017649549783891481
32417,F6982,assay,categorical,0.0017632700656914403,6.914963557700774e-20,1.9007633818704592e-19,0.0017632700656914403
40315,F411,tissue_general,categorical,0.0017630496067574215,0.0009512626890092458,0.001554007554692645,0.0017630496067574215
45917,F7329,phase,categorical,0.0017628468197673983,6.988646441105307e-20,1.9207918141637617e-19,0.0017628468197673983
31520,F4182,assay,categorical,0.0017627524546221405,7.005181210269331e-20,1.9252234165215133e-19,0.0017627524546221405
45181,F5021,phase,categorical,0.0017624381505144625,7.060536589450678e-20,1.9399816578974863e-19,0.0017624381505144625
44854,F4022,phase,categorical,0.0017610225396896449,7.315326402021381e-20,2.0096353247892754e-19,0.0017610225396896449
33096,F8986,assay,categorical,0.0017609055855982295,7.336783188152248e-20,2.0154117188951075e-19,0.0017609055855982295
33022,F8793,assay,categorical,0.0017608779891942605,7.341855286017577e-20,2.0166868317288787e-19,0.0017608779891942605
43635,F330,phase,categorical,0.0017596968587229541,7.562260332627339e-20,2.0768633404283628e-19,0.0017596968587229541
41365,F3581,tissue_general,categorical,0.0017594191745689282,0.000992551330653373,0.0016193510293349934,0.0017594191745689282
43508,F10239,tissue_general,categorical,0.0017594171721462704,0.0009925745663251911,0.0016193510293349934,0.0017594171721462704
41180,F3024,tissue_general,categorical,0.0017594085520544133,0.000992674597862109,0.0016194578591414422,0.0017594085520544133
40383,F606,tissue_general,categorical,0.0017593918129625733,0.0009928688733503012,0.0016196657803538488,0.0017593918129625733
41256,F3228,tissue_general,categorical,0.0017593916162256314,0.0009928711569147282,0.0016196657803538488,0.0017593916162256314
40876,F2052,tissue_general,categorical,0.001759047980058127,0.0009968674203695979,0.0016259585108941014,0.001759047980058127
32547,F7384,assay,categorical,0.0017566563584573715,8.160553095155657e-20,2.2394698166050114e-19,0.0017566563584573715
33394,F10030,assay,categorical,0.0017555750459590843,8.384549708828749e-20,2.3001323536943765e-19,0.0017555750459590843
43720,F579,phase,categorical,0.0017554046104556657,8.420412490527749e-20,2.309565066744787e-19,0.0017554046104556657
43435,F10024,tissue_general,categorical,0.0017519090322804772,0.0010834220684845133,0.0017633918742275892,0.0017519090322804772
32472,F7183,assay,categorical,0.0017476363365261942,1.022867188393153e-19,2.802585541261698e-19,0.0017476363365261942
43462,F10089,tissue_general,categorical,0.001745878508114921,0.0011620424500488925,0.001887619259008549,0.001745878508114921
30719,F1761,assay,categorical,0.001745166660094352,1.0881248215318204e-19,2.9794711201565305e-19,0.001745166660094352
44160,F1884,phase,categorical,0.0017447796494719386,1.0987217560380004e-19,3.0081358731900207e-19,0.0017447796494719386
42070,F5757,tissue_general,categorical,0.0017437847752357059,0.001190580656562783,0.0019329048711305727,0.0017437847752357059
46605,F9410,phase,categorical,0.001742089279583782,1.1752961232498962e-19,3.2166577069350187e-19,0.001742089279583782
41764,F4838,tissue_general,categorical,0.0017406724071035347,0.0012342324920680632,0.00200155504162939,0.0017406724071035347
32707,F7886,assay,categorical,0.0017401877738705894,1.2326148845594112e-19,3.3723514399409713e-19,0.0017401877738705894
44190,F1947,phase,categorical,0.001738993763810836,1.2700271907568068e-19,3.4738979041289127e-19,0.001738993763810836
41398,F3695,tissue_general,categorical,0.0017385882460628826,0.0012643057766346937,0.002049190510129028,0.0017385882460628826
44424,F2709,phase,categorical,0.001738475838007201,1.2866066256794236e-19,3.518631528026486e-19,0.001738475838007201
40228,F160,tissue_general,categorical,0.0017349120964711283,0.0013190479388927134,0.0021355845328941006,0.0017349120964711283
32364,F6833,assay,categorical,0.001732227585408887,1.5045241971536138e-19,4.1105186622163786e-19,0.001732227585408887
44761,F3752,phase,categorical,0.001729490851822391,1.6112488401594699e-19,4.398768456867299e-19,0.001729490851822391
46171,F8079,phase,categorical,0.0017292624126885256,1.620492449245055e-19,4.423488561004847e-19,0.0017292624126885256
44515,F2983,phase,categorical,0.0017290984126876103,1.6271612621537216e-19,4.441175256488047e-19,0.0017290984126876103
41287,F3343,tissue_general,categorical,0.0017288434837305277,0.0014143511655276648,0.0022860604790031626,0.0017288434837305277
31534,F4227,assay,categorical,0.0017275715321425594,1.6905818289577618e-19,4.613200878320325e-19,0.0017275715321425594
46502,F9036,phase,categorical,0.0017228153316794375,1.9044173347606137e-19,5.190362211588526e-19,0.0017228153316794375
33387,F10009,assay,categorical,0.001722507005524599,1.9191782369086803e-19,5.230287942344536e-19,0.001722507005524599
32768,F8058,assay,categorical,0.0017191407094997548,2.0879745995554911e-19,5.687658826661532e-19,0.0017191407094997548
31235,F3319,assay,categorical,0.0017164347360928128,2.2343630114399616e-19,6.082533573714362e-19,0.0017164347360928128
46781,F10013,phase,categorical,0.0017162999699254528,2.241916153142474e-19,6.102740805511008e-19,0.0017162999699254528
30839,F2086,assay,categorical,0.001716246435783143,2.244923623179635e-19,6.110572593825543e-19,0.001716246435783143
40960,F2318,tissue_general,categorical,0.0017157207419178427,0.0016431429367307132,0.0026445557027243755,0.0017157207419178427
46074,F7815,phase,categorical,0.0017141375133020937,2.36666544340374e-19,6.440451849931497e-19,0.0017141375133020937
32023,F5753,assay,categorical,0.00171337749771547,2.41213885148068e-19,6.563818417799851e-19,0.00171337749771547
32613,F7600,assay,categorical,0.0017126731252238131,2.455062735349442e-19,6.67945789013809e-19,0.0017126731252238131
30359,F655,assay,categorical,0.0017114736457837065,2.5299231497973564e-19,6.88033408049328e-19,0.0017114736457837065
40648,F1408,tissue_general,categorical,0.0017107215742414058,0.0017391580286024377,0.0027929961304265566,0.0017107215742414058
31952,F5554,assay,categorical,0.0017103967152190358,2.599077866953125e-19,7.065126589330562e-19,0.0017103967152190358
45017,F4523,phase,categorical,0.0017088242611303062,2.7034616035821153e-19,7.346744682461788e-19,0.0017088242611303062
45073,F4693,phase,categorical,0.0017061945628765252,2.887479511306861e-19,7.842272549193138e-19,0.0017061945628765252
43967,F1324,phase,categorical,0.0017056954314343114,2.9237961984882126e-19,7.939067049909599e-19,0.0017056954314343114
46429,F8829,phase,categorical,0.0017034655170861098,3.091704438294496e-19,8.3935343429909995e-19,0.0017034655170861098
32787,F8095,assay,categorical,0.0017030423886719014,3.1246371351292696e-19,8.481959332702793e-19,0.0017030423886719014
43733,F608,phase,categorical,0.001696778528218808,3.6552771302591116e-19,9.909204722354256e-19,0.001696778528218808
43770,F713,phase,categorical,0.001696227085788223,3.706101711561954e-19,1.004640561126204e-18,0.001696227085788223
40589,F1241,tissue_general,categorical,0.0016959114183338491,0.0020555908365095846,0.0032863651575440766,0.0016959114183338491
46849,F10217,phase,categorical,0.0016957595182629148,3.749749045892688e-19,1.0164135859303844e-18,0.0016957595182629148
30653,F1557,assay,categorical,0.0016922304523096414,4.0962010540938203e-19,1.1098741881466302e-18,0.0016922304523096414
43497,F10206,tissue_general,categorical,0.0016913710423673905,0.0021629746040938537,0.003452862395037365,0.0016913710423673905
42149,F6008,tissue_general,categorical,0.0016891741999618302,0.0022168051468312287,0.0035363859111794075,0.0016891741999618302
46207,F8201,phase,categorical,0.0016889013309525443,4.452313926593491e-19,1.2053185766852842e-18,0.0016889013309525443
32405,F6945,assay,categorical,0.0016867689194177981,4.696516952203521e-19,1.2709881211529066e-18,0.0016867689194177981
33423,F10103,assay,categorical,0.0016854540186680435,4.853728747062991e-19,1.3133816755128538e-18,0.0016854540186680435
31809,F5099,assay,categorical,0.0016848047408773474,4.933287451533982e-19,1.3348325892068395e-18,0.0016848047408773474
41823,F4986,tissue_general,categorical,0.0016847768578550737,0.002328360618432221,0.0037087921874245588,0.0016847768578550737
32920,F8495,assay,categorical,0.0016814157180925276,5.370220193755538e-19,1.4520505389195822e-18,0.0016814157180925276
46135,F7977,phase,categorical,0.0016811583278327287,5.404944154011664e-19,1.4611866558244014e-18,0.0016811583278327287
42773,F7929,tissue_general,categorical,0.0016786614962447175,0.0024922892820926474,0.0039618321654428055,0.0016786614962447175
42557,F7297,tissue_general,categorical,0.0016759444643176908,0.0025685449103314212,0.004078624467682579,0.0016759444643176908
33055,F8893,assay,categorical,0.0016743023761713505,6.417256264996364e-19,1.7325593897408534e-18,0.0016743023761713505
31761,F4944,assay,categorical,0.0016741322340025875,6.444654871757635e-19,1.7398563710921774e-18,0.0016741322340025875
31309,F3555,assay,categorical,0.0016719792875387412,6.801626078966009e-19,1.8355931458618998e-18,0.0016719792875387412
32440,F7065,assay,categorical,0.0016678356423164946,7.545262587801469e-19,2.0348765708597838e-18,0.0016678356423164946
32937,F8533,assay,categorical,0.0016648635950207774,8.128209208903408e-19,2.1909564784617894e-18,0.0016648635950207774
30689,F1666,assay,categorical,0.0016646113773528721,8.179705986026568e-19,2.2047106324153957e-18,0.0016646113773528721
42289,F6463,tissue_general,categorical,0.001663832006555327,0.0029358850263094052,0.004637107526390836,0.001663832006555327
31744,F4892,assay,categorical,0.0016621231263279355,8.705564233100498e-19,2.345503286393554e-18,0.0016621231263279355
43999,F1413,phase,categorical,0.0016608526359824093,8.986968633052621e-19,2.4203470108506234e-18,0.0016608526359824093
30956,F2452,assay,categorical,0.0016605524746750196,9.054769747575072e-19,2.438186750205887e-18,0.0016605524746750196
31562,F4324,assay,categorical,0.0016598380628707863,9.218207325263202e-19,2.48148296433343e-18,0.0016598380628707863
46016,F7635,phase,categorical,0.0016597409389513267,9.240653186045888e-19,2.487382393248394e-18,0.0016597409389513267
31298,F3508,assay,categorical,0.0016585844882563221,9.51215212596027e-19,2.5598759513579248e-18,0.0016585844882563221
30688,F1665,assay,categorical,0.0016583952154794138,9.557340978722442e-19,2.571741697885518e-18,0.0016583952154794138
45597,F6339,phase,categorical,0.001658379929810647,9.56099978500856e-19,2.5725785414633825e-18,0.001658379929810647
45494,F6000,phase,categorical,0.0016568022568273152,9.946266381694633e-19,2.6754743061279245e-18,0.0016568022568273152
41939,F5392,tissue_general,categorical,0.0016558524329965628,0.0032041713525529443,0.005046569880270887,0.0016558524329965628
32215,F6381,assay,categorical,0.0016555495865762837,1.026319370895884e-18,2.7599335371561603e-18,0.0016555495865762837
44050,F1572,phase,categorical,0.0016523041274584794,1.1132069498669308e-18,2.9915282739458076e-18,0.0016523041274584794
33412,F10070,assay,categorical,0.0016497926274345403,1.185461982844906e-18,3.1838742871823536e-18,0.0016497926274345403
45483,F5970,phase,categorical,0.0016490310791812729,1.2082844869468837e-18,3.2447983540835527e-18,0.0016490310791812729
43607,F253,phase,categorical,0.001648607340310066,1.2211730399094993e-18,3.2792221556366686e-18,0.001648607340310066
32101,F5995,assay,categorical,0.0016468904554050002,1.274816554674173e-18,3.4224870582901563e-18,0.0016468904554050002
31285,F3475,assay,categorical,0.001646092206209003,1.3005538758429532e-18,3.4901844308090516e-18,0.001646092206209003
43736,F612,phase,categorical,0.001644774447526804,1.344183164159329e-18,3.606236235503181e-18,0.001644774447526804
45589,F6311,phase,categorical,0.0016433694077360875,1.3923155774734745e-18,3.734299367551882e-18,0.0016433694077360875
45924,F7342,phase,categorical,0.00164290893357297,1.4084620340831689e-18,3.777173158344564e-18,0.00164290893357297
32632,F7660,assay,categorical,0.0016411805298434917,1.4707565365080264e-18,3.9424282499830845e-18,0.0016411805298434917
31380,F3778,assay,categorical,0.0016409036171441678,1.4809898767236468e-18,3.969632155417783e-18,0.0016409036171441678
45046,F4621,phase,categorical,0.0016407239241315072,1.4876685134024598e-18,3.9873054986390724e-18,0.0016407239241315072
30715,F1750,assay,categorical,0.0016394678938233228,1.535199889551939e-18,4.113759960157699e-18,0.0016394678938233228
45797,F6945,phase,categorical,0.0016389177035982794,1.5564959462091688e-18,4.1703485761241655e-18,0.0016389177035982794
44159,F1883,phase,categorical,0.001638801450569256,1.5610333852655882e-18,4.182266752453195e-18,0.001638801450569256
